,Age,GameGenre,PlayTimeHours,SessionsPerWeek,AvgSessionDurationMinutes
34469,42,Action,16,16,18
34470,21,Simulation,22,1,60
34471,30,Sports,19,8,130
34472,28,Sports,9,11,96
34473,47,Action,12,17,122
34474,20,RPG,12,2,54
34475,35,Action,2,1,90
34476,24,RPG,12,13,139
34477,46,Sports,2,6,13
34478,20,Sports,7,13,59
34479,16,Sports,23,8,25
34480,41,Strategy,4,4,109
34481,28,Sports,6,18,100
34482,37,Simulation,4,18,53
34483,35,Action,13,16,86
34484,44,RPG,20,7,94
34485,39,Sports,18,5,177
34486,38,Action,19,8,140
34487,25,Strategy,3,13,63
34488,49,Sports,18,13,122
34489,18,Action,3,8,48
34490,27,RPG,8,18,129
34491,23,Sports,2,4,177
34492,42,Simulation,23,11,90
34493,30,Sports,7,12,178
34494,20,Action,6,6,33
34495,41,Strategy,22,5,124
34496,24,Sports,20,6,161
34497,37,Simulation,11,14,51
34498,35,Strategy,6,10,27
34499,40,Simulation,7,4,60
34500,17,Strategy,5,5,25
34501,49,Sports,14,10,106
34502,21,Action,2,17,106
34503,41,Strategy,3,7,73
34504,47,Strategy,4,15,44
34505,18,RPG,2,15,146
34506,40,Sports,16,17,42
34507,22,Sports,0,3,46
34508,34,Simulation,2,10,106
34509,31,Action,15,10,64
34510,19,Action,20,11,62
34511,23,Sports,5,0,158
34512,22,RPG,21,15,14
34513,21,Action,5,3,120
34514,17,Simulation,18,17,138
34515,22,Sports,18,5,80
34516,19,RPG,10,0,160
34517,19,Action,0,7,96
34518,31,RPG,14,4,80
34519,41,Strategy,6,2,68
34520,26,RPG,15,1,92
34521,42,Strategy,12,16,164
34522,18,Simulation,7,16,18
34523,42,Action,10,6,18
34524,39,Strategy,11,11,69
34525,17,Strategy,5,7,179
34526,45,Sports,12,18,147
34527,26,Action,23,17,175
34528,18,Action,18,7,73
34529,44,Strategy,19,14,154
34530,41,Strategy,0,15,80
34531,36,Sports,13,15,47
34532,15,Strategy,7,10,117
34533,34,Simulation,17,18,175
34534,32,Sports,13,7,139
34535,20,Sports,18,9,54
34536,26,Strategy,3,16,170
34537,31,RPG,22,3,101
34538,36,Strategy,11,8,40
34539,32,Strategy,3,4,64
34540,24,Strategy,16,14,119
34541,38,Simulation,20,7,168
34542,34,RPG,20,5,156
34543,26,RPG,11,18,18
34544,18,Sports,17,18,90
34545,19,Simulation,18,1,56
34546,40,Action,5,1,141
34547,30,Action,23,9,175
34548,19,Simulation,4,19,153
34549,40,Strategy,3,3,147
34550,33,Action,19,8,174
34551,20,Strategy,21,3,52
34552,38,Simulation,10,2,54
34553,45,Strategy,13,11,147
34554,45,Simulation,1,6,56
34555,21,Sports,10,16,83
34556,24,Action,16,10,11
34557,36,Strategy,21,6,36
34558,28,Sports,7,19,83
34559,42,Action,12,1,169
34560,36,Simulation,1,10,99
34561,46,Simulation,3,16,97
34562,25,Simulation,3,2,152
34563,28,Action,15,9,74
34564,45,Sports,14,19,44
34565,18,Simulation,8,7,45
34566,36,RPG,13,15,82
34567,43,Sports,17,2,145
34568,49,Simulation,15,13,107
34569,27,Sports,0,1,172
34570,34,Simulation,3,2,14
34571,33,Action,15,3,135
34572,29,RPG,22,11,142
34573,40,Strategy,21,17,55
34574,34,Simulation,5,19,176
34575,20,Action,5,4,101
34576,29,Sports,4,0,14
34577,18,Simulation,12,17,176
34578,20,Strategy,18,12,25
34579,16,RPG,19,0,110
34580,29,Strategy,23,0,171
34581,26,RPG,13,5,131
34582,21,Strategy,0,9,68
34583,36,Sports,3,4,173
34584,22,RPG,15,2,156
34585,25,Simulation,17,15,89
34586,16,Sports,16,6,142
34587,44,Sports,17,13,176
34588,18,Action,21,13,112
34589,39,Sports,14,18,163
34590,35,Simulation,15,1,54
34591,39,RPG,20,15,152
34592,23,Strategy,10,12,20
34593,22,Strategy,9,5,109
34594,19,Action,9,12,111
34595,42,Strategy,13,12,151
34596,16,Action,1,13,110
34597,35,Action,22,3,99
34598,22,Sports,6,15,70
34599,48,Sports,8,14,28
34600,37,Sports,23,4,80
34601,29,Action,21,9,78
34602,41,RPG,20,8,174
34603,16,Strategy,23,11,145
34604,42,Strategy,12,2,80
34605,25,RPG,8,2,58
34606,35,Sports,2,5,35
34607,46,Strategy,17,15,104
34608,46,Strategy,9,5,159
34609,21,Simulation,13,17,104
34610,36,Sports,4,11,133
34611,28,Strategy,5,10,57
34612,27,RPG,12,18,62
34613,35,Action,17,0,91
34614,36,RPG,8,4,108
34615,48,Action,22,18,18
34616,24,Sports,18,5,24
34617,15,RPG,5,0,141
34618,15,Simulation,16,7,35
34619,38,Strategy,13,2,103
34620,17,Simulation,9,1,90
34621,45,RPG,8,14,56
34622,27,Action,17,3,13
34623,18,Simulation,9,2,31
34624,37,Simulation,17,10,83
34625,20,Action,8,17,178
34626,48,Strategy,13,18,107
34627,32,Sports,5,9,107
34628,40,RPG,3,2,148
34629,47,Sports,12,18,86
34630,47,Simulation,3,3,144
34631,39,Strategy,19,9,123
34632,31,Simulation,18,14,126
34633,17,RPG,18,4,56
34634,36,RPG,14,2,174
34635,49,Strategy,0,3,61
34636,18,RPG,9,7,92
34637,42,Action,17,1,60
34638,27,RPG,19,3,112
34639,44,Simulation,3,1,79
34640,26,Strategy,7,14,41
34641,17,RPG,13,5,69
34642,35,Strategy,20,15,147
34643,15,Simulation,1,11,158
34644,32,Sports,22,10,51
34645,27,RPG,21,7,70
34646,21,Strategy,5,5,158
34647,27,RPG,4,19,48
34648,31,Sports,12,6,50
34649,46,Simulation,19,2,100
34650,43,Sports,14,9,40
34651,44,RPG,8,4,96
34652,25,Strategy,6,18,56
34653,28,Simulation,17,3,127
34654,24,Action,8,7,153
34655,22,Sports,22,0,51
34656,45,Simulation,16,8,68
34657,20,Strategy,13,14,154
34658,33,Strategy,0,4,77
34659,33,RPG,23,16,28
34660,26,Action,5,11,90
34661,32,RPG,12,0,121
34662,17,Sports,6,13,125
34663,23,Strategy,0,17,27
34664,20,Simulation,4,12,157
34665,15,Sports,21,5,109
34666,43,Strategy,8,1,71
34667,49,Action,3,16,63
34668,49,Sports,1,14,51
34669,44,Strategy,10,16,61
34670,49,Simulation,4,5,145
34671,36,Sports,11,18,12
34672,42,RPG,7,5,88
34673,32,Sports,1,16,121
34674,46,Sports,7,2,111
34675,19,Sports,13,14,21
34676,48,RPG,18,9,59
34677,45,Strategy,0,5,20
34678,47,Strategy,9,14,58
34679,18,Strategy,3,9,132
34680,28,Strategy,13,1,139
34681,29,Sports,2,0,83
34682,34,Simulation,9,13,56
34683,34,Sports,15,5,81
34684,49,Strategy,11,18,41
34685,18,Strategy,4,5,51
34686,32,RPG,10,19,117
34687,38,Sports,1,7,101
34688,41,Strategy,16,10,61
34689,47,Sports,18,12,18
34690,39,Action,0,12,95
34691,19,Action,17,4,47
34692,32,Simulation,7,6,87
34693,34,Simulation,3,0,98
34694,49,Simulation,9,17,51
34695,20,Action,10,13,54
34696,41,RPG,10,8,12
34697,42,Sports,10,14,97
34698,25,Simulation,14,12,25
34699,23,Sports,1,16,153
34700,42,Strategy,6,4,87
34701,33,Strategy,22,7,121
34702,35,Simulation,0,9,177
34703,45,Action,18,10,18
34704,21,Sports,7,3,16
34705,39,Strategy,13,7,78
34706,42,Strategy,0,7,67
34707,31,RPG,5,18,131
34708,40,Sports,19,11,120
34709,42,RPG,20,3,48
34710,31,Sports,11,9,118
34711,31,Simulation,21,4,11
34712,47,Simulation,5,13,41
34713,48,Strategy,1,18,74
34714,37,Sports,22,14,129
34715,44,Strategy,13,4,54
34716,41,Simulation,12,17,177
34717,23,Sports,7,18,115
34718,34,Simulation,6,13,22
34719,37,Simulation,3,4,170
34720,33,Action,14,10,55
34721,18,Sports,1,2,36
34722,27,Sports,16,13,56
34723,26,RPG,19,18,142
34724,23,Strategy,9,10,146
34725,29,Sports,20,2,84
34726,35,RPG,13,2,121
34727,29,RPG,13,9,139
34728,19,Sports,1,2,117
34729,19,Simulation,15,6,99
34730,39,Strategy,6,16,49
34731,38,Sports,10,19,141
34732,45,RPG,3,2,131
34733,48,Simulation,3,17,138
34734,28,Simulation,7,19,108
34735,41,Strategy,13,4,142
34736,18,Simulation,15,0,53
34737,37,RPG,13,5,154
34738,19,Sports,2,17,74
34739,41,Strategy,14,4,108
34740,28,Sports,22,10,119
34741,21,Simulation,21,3,36
34742,32,Simulation,11,11,36
34743,46,Sports,18,19,142
34744,16,Simulation,11,5,138
34745,34,RPG,4,13,127
34746,43,Sports,18,3,104
34747,40,RPG,6,3,36
34748,15,Simulation,3,2,141
34749,19,Strategy,6,7,49
34750,28,RPG,8,12,66
34751,39,Simulation,5,3,55
34752,23,Action,21,19,130
34753,44,Simulation,7,12,170
34754,33,RPG,18,9,132
34755,22,Action,23,6,108
34756,30,Strategy,10,0,140
34757,22,Action,10,12,15
34758,37,Simulation,4,11,130
34759,23,Simulation,18,9,61
34760,46,RPG,9,17,33
34761,48,Sports,17,13,100
34762,32,RPG,1,9,101
34763,29,Strategy,15,6,57
34764,29,RPG,5,15,132
34765,43,Simulation,9,0,33
34766,37,Action,12,1,90
34767,37,Sports,19,0,67
34768,15,Sports,20,13,153
34769,36,Sports,21,0,92
34770,21,Simulation,19,14,139
34771,46,RPG,13,14,51
34772,42,Simulation,5,16,104
34773,46,Sports,0,12,140
34774,47,Action,13,0,116
34775,27,Simulation,21,10,154
34776,42,RPG,17,11,72
34777,23,Strategy,23,13,54
34778,17,Strategy,8,6,91
34779,31,Strategy,10,19,78
34780,48,Simulation,16,14,147
34781,46,Strategy,19,7,73
34782,23,Simulation,16,13,136
34783,15,Simulation,11,13,139
34784,34,Strategy,12,15,102
34785,19,Action,7,2,133
34786,35,Simulation,15,5,25
34787,19,Sports,4,9,107
34788,18,Sports,20,18,12
34789,22,RPG,17,6,119
34790,39,Simulation,14,17,50
34791,21,Strategy,7,4,164
34792,46,RPG,4,18,139
34793,31,RPG,3,17,110
34794,42,Action,16,17,168
34795,20,Action,14,16,67
34796,16,Action,1,16,73
34797,45,Simulation,10,13,30
34798,15,RPG,7,3,118
34799,17,Simulation,6,13,23
34800,27,Action,1,3,23
34801,45,Action,12,11,179
34802,43,Sports,22,19,123
34803,47,Action,2,10,141
34804,24,Action,15,10,132
34805,23,Sports,19,2,79
34806,15,Simulation,8,16,106
34807,46,Strategy,23,7,10
34808,47,Simulation,3,2,68
34809,16,Action,6,10,83
34810,16,Simulation,8,4,28
34811,19,RPG,8,9,144
34812,24,RPG,21,3,12
34813,16,Simulation,0,12,98
34814,39,Strategy,2,0,86
34815,32,RPG,6,4,81
34816,41,RPG,1,13,66
34817,34,Action,14,19,114
34818,48,Action,1,12,95
34819,22,Strategy,6,11,40
34820,18,Strategy,15,12,79
34821,44,Strategy,10,15,64
34822,23,RPG,5,16,162
34823,26,Strategy,19,3,52
34824,28,RPG,6,0,33
34825,49,Simulation,5,5,39
34826,20,Action,16,10,98
34827,37,Strategy,19,14,66
34828,18,RPG,5,17,18
34829,15,Strategy,3,2,121
34830,23,Simulation,13,13,54
34831,23,Sports,9,1,98
34832,29,Sports,21,13,32
34833,38,Strategy,7,4,66
34834,22,Strategy,16,2,124
34835,42,RPG,23,13,47
34836,31,Action,13,12,34
34837,49,Sports,5,17,140
34838,45,Sports,11,7,94
34839,18,Sports,19,3,99
34840,28,Action,15,7,163
34841,39,Sports,13,12,176
34842,21,Action,0,18,10
34843,45,Sports,17,2,168
34844,49,Sports,19,14,19
34845,34,RPG,4,10,85
34846,30,RPG,14,3,42
34847,36,Simulation,6,9,143
34848,33,RPG,0,9,159
34849,16,Sports,17,1,166
34850,18,Sports,15,6,104
34851,48,Simulation,18,12,38
34852,21,Simulation,5,5,151
34853,28,Strategy,23,8,41
34854,46,RPG,19,19,165
34855,31,Action,9,18,36
34856,28,Action,15,5,148
34857,31,Strategy,17,7,102
34858,46,Action,6,0,84
34859,16,Strategy,3,9,65
34860,18,Simulation,17,7,32
34861,44,Sports,12,12,30
34862,44,Simulation,21,6,39
34863,47,Action,1,6,85
34864,15,RPG,22,4,107
34865,47,Action,7,7,162
34866,45,RPG,16,18,88
34867,28,Action,0,14,178
34868,20,Action,0,2,118
34869,21,Strategy,21,7,140
34870,38,Action,9,19,131
34871,18,Action,2,8,96
34872,39,RPG,17,17,110
34873,17,Simulation,6,4,62
34874,42,Strategy,23,6,177
34875,37,Simulation,10,9,159
34876,27,Simulation,1,4,145
34877,36,Action,9,16,172
34878,39,RPG,12,4,97
34879,38,Sports,11,5,83
34880,47,Simulation,21,7,14
34881,28,Action,21,8,143
34882,38,Simulation,19,16,179
34883,36,Simulation,2,2,106
34884,37,Action,22,13,120
34885,20,RPG,6,14,89
34886,33,Simulation,1,18,151
34887,26,Simulation,23,3,119
34888,40,Simulation,1,2,149
34889,43,Action,1,4,70
34890,28,Sports,19,2,88
34891,31,Sports,1,19,127
34892,44,Strategy,10,9,90
34893,21,Strategy,16,5,95
34894,35,Sports,7,3,141
34895,15,RPG,15,2,151
34896,18,Simulation,22,11,20
34897,22,Sports,23,15,138
34898,32,RPG,11,15,44
34899,22,Simulation,18,2,149
34900,45,RPG,15,4,109
34901,45,Sports,22,14,108
34902,42,RPG,22,0,174
34903,17,RPG,13,6,40
34904,29,Sports,7,8,95
34905,18,Simulation,2,4,154
34906,49,Strategy,8,8,37
34907,48,Simulation,16,18,131
34908,20,Action,9,10,140
34909,18,Strategy,0,17,155
34910,44,Strategy,14,12,117
34911,32,Strategy,9,2,118
34912,36,Action,6,10,29
34913,24,Action,8,0,55
34914,43,Action,16,2,94
34915,37,Strategy,0,15,67
34916,18,Sports,9,19,119
34917,33,Sports,1,13,12
34918,40,Simulation,17,14,110
34919,21,Action,23,2,41
34920,27,Action,9,15,22
34921,17,Strategy,20,13,123
34922,25,Sports,20,7,95
34923,30,Simulation,17,2,16
34924,34,Sports,2,15,21
34925,37,Action,18,4,38
34926,37,RPG,10,15,110
34927,46,RPG,17,6,57
34928,17,RPG,7,19,46
34929,22,Simulation,22,15,111
34930,28,RPG,1,12,116
34931,22,Strategy,23,16,136
34932,25,Simulation,8,8,84
34933,47,RPG,4,10,23
34934,29,RPG,14,2,51
34935,28,Action,12,3,175
34936,40,Action,20,18,102
34937,22,Simulation,19,13,129
34938,18,Simulation,13,17,114
34939,32,Simulation,11,14,159
34940,41,Simulation,23,6,85
34941,33,Action,5,9,166
34942,17,RPG,19,18,72
34943,23,Sports,7,17,133
34944,16,Simulation,11,4,130
34945,23,Strategy,1,12,29
34946,20,Simulation,4,14,28
34947,42,RPG,6,9,60
34948,48,Simulation,4,17,66
34949,43,RPG,2,16,62
34950,17,Strategy,17,2,20
34951,30,Sports,15,5,18
34952,49,RPG,14,5,33
34953,25,RPG,9,5,52
34954,37,Simulation,0,12,115
34955,44,RPG,6,9,148
34956,19,RPG,10,10,174
34957,22,RPG,13,14,156
34958,24,Strategy,12,3,62
34959,42,Strategy,8,8,70
34960,24,RPG,2,14,29
34961,28,Sports,3,16,108
34962,19,Action,17,0,16
34963,20,Strategy,7,8,90
34964,44,RPG,19,2,174
34965,33,Action,17,15,166
34966,28,Action,4,16,18
34967,25,Simulation,21,5,32
34968,19,Sports,2,0,147
34969,45,Simulation,11,10,31
34970,46,RPG,15,14,47
34971,38,Action,18,10,120
34972,24,Action,1,9,166
34973,27,Action,15,19,71
34974,27,Simulation,18,3,42
34975,36,Strategy,19,16,129
34976,23,Sports,2,3,130
34977,33,Action,15,17,18
34978,21,Sports,7,0,88
34979,29,Action,18,12,119
34980,31,Simulation,0,3,59
34981,28,RPG,21,15,73
34982,16,Strategy,4,1,136
34983,28,RPG,12,8,104
34984,18,Simulation,15,4,125
34985,17,Action,18,5,136
34986,17,Sports,10,14,93
34987,25,Simulation,9,3,124
34988,19,RPG,21,2,159
34989,43,RPG,23,2,13
34990,42,RPG,21,1,80
34991,37,Action,5,12,138
34992,44,RPG,11,5,86
34993,37,RPG,3,8,106
34994,36,Action,18,19,138
34995,26,Action,14,8,37
34996,41,Simulation,8,2,121
34997,29,Action,20,8,157
34998,37,Sports,4,4,153
34999,33,Sports,9,0,54
35000,25,Strategy,5,18,168
35001,17,Action,20,15,78
35002,30,RPG,19,9,146
35003,46,Strategy,9,4,107
35004,23,Sports,2,9,69
35005,19,Simulation,16,6,131
35006,15,Simulation,18,11,122
35007,49,Strategy,23,19,106
35008,49,RPG,3,5,142
35009,26,Action,2,2,12
35010,35,Simulation,12,12,104
35011,22,RPG,5,1,63
35012,41,Action,2,6,122
35013,23,Strategy,4,14,41
35014,42,Action,8,17,39
35015,44,Sports,8,3,118
35016,28,RPG,23,7,77
35017,37,Simulation,10,1,144
35018,43,RPG,18,9,152
35019,40,RPG,2,15,108
35020,36,Simulation,0,16,176
35021,29,Strategy,1,5,29
35022,23,Strategy,19,10,64
35023,40,Action,1,0,128
35024,31,RPG,23,8,167
35025,23,Strategy,8,1,159
35026,17,Strategy,11,11,29
35027,30,Sports,19,18,40
35028,27,Action,23,17,63
35029,40,RPG,9,3,40
35030,31,RPG,14,5,19
35031,46,Simulation,15,9,89
35032,38,Simulation,5,16,130
35033,36,Action,15,0,124
35034,23,Sports,23,12,61
35035,36,Sports,6,8,131
35036,34,Strategy,10,15,28
35037,17,Strategy,21,12,75
35038,47,RPG,17,6,24
35039,32,RPG,13,1,145
35040,24,Sports,3,4,17
35041,35,Action,19,0,159
35042,39,Sports,22,3,131
35043,23,Strategy,8,15,102
35044,41,RPG,14,3,42
35045,29,Sports,3,8,105
35046,46,Sports,21,13,35
35047,30,Action,2,17,98
35048,42,RPG,9,14,109
35049,20,Strategy,12,2,137
35050,20,Action,2,0,131
35051,16,Sports,20,13,25
35052,21,Simulation,19,15,84
35053,41,Sports,4,8,146
35054,42,Sports,1,6,157
35055,30,Strategy,14,16,173
35056,23,RPG,22,19,128
35057,29,RPG,7,12,35
35058,48,Sports,20,4,76
35059,34,Simulation,7,9,172
35060,28,RPG,18,4,35
35061,25,Action,14,6,155
35062,44,RPG,6,13,62
35063,17,Sports,23,15,63
35064,16,Sports,20,3,91
35065,28,Sports,4,16,160
35066,43,Simulation,12,12,24
35067,19,RPG,21,12,98
35068,20,Simulation,22,14,10
35069,22,Action,9,5,42
35070,43,Strategy,14,19,70
35071,41,Simulation,15,6,96
35072,30,Simulation,13,1,130
35073,41,Action,16,3,36
35074,15,RPG,0,19,170
35075,47,Strategy,12,2,158
35076,41,Simulation,14,12,16
35077,31,Simulation,16,17,112
35078,29,RPG,15,14,87
35079,36,Sports,4,8,136
35080,33,RPG,8,17,77
35081,42,RPG,10,17,58
35082,37,RPG,16,4,125
35083,34,Strategy,15,7,10
35084,23,Strategy,17,16,25
35085,37,Strategy,14,12,153
35086,21,Sports,9,11,144
35087,45,Strategy,6,6,138
35088,25,Simulation,4,9,101
35089,31,Sports,8,14,12
35090,40,Simulation,8,7,124
35091,32,Simulation,15,0,56
35092,45,Strategy,6,0,61
35093,49,Action,3,0,40
35094,42,Sports,23,12,178
35095,40,Strategy,0,12,37
35096,20,Simulation,22,6,122
35097,48,Simulation,10,15,130
35098,42,Simulation,13,18,37
35099,23,Simulation,19,2,102
35100,43,Sports,21,1,54
35101,48,Action,23,0,147
35102,26,RPG,15,13,11
35103,30,Strategy,15,6,121
35104,21,Sports,4,18,29
35105,45,RPG,12,8,10
35106,47,Sports,17,8,76
35107,21,Sports,23,15,11
35108,17,RPG,0,8,164
35109,34,Sports,19,9,117
35110,19,Simulation,19,1,117
35111,17,Sports,10,11,168
35112,29,Sports,9,18,148
35113,49,RPG,22,19,13
35114,37,Strategy,9,8,177
35115,47,Sports,1,3,142
35116,16,Strategy,20,10,112
35117,35,Action,21,3,43
35118,28,Action,12,14,33
35119,28,Simulation,21,1,178
35120,25,Simulation,15,6,174
35121,18,RPG,3,2,157
35122,44,Simulation,4,0,132
35123,34,Sports,11,19,68
35124,30,Strategy,11,16,41
35125,48,Sports,11,10,150
35126,22,Sports,22,18,164
35127,34,RPG,11,13,67
35128,35,Simulation,16,1,26
35129,44,Sports,20,12,177
35130,19,RPG,19,3,63
35131,35,Sports,16,7,52
35132,37,Action,22,18,144
35133,33,RPG,7,19,167
35134,24,Action,21,7,106
35135,41,RPG,7,16,126
35136,49,Simulation,13,4,137
35137,27,Strategy,3,12,15
35138,23,Strategy,17,11,177
35139,31,Strategy,15,5,117
35140,45,Sports,22,10,125
35141,38,Action,10,0,108
35142,33,Strategy,11,16,122
35143,44,Strategy,1,18,139
35144,19,Strategy,17,16,90
35145,22,Strategy,23,7,92
35146,39,Action,20,19,59
35147,19,Action,16,16,164
35148,47,Simulation,20,18,103
35149,36,Sports,8,10,176
35150,39,RPG,13,13,172
35151,43,Simulation,2,18,18
35152,44,Strategy,9,10,124
35153,44,Strategy,5,11,18
35154,45,Action,1,10,29
35155,48,RPG,2,13,162
35156,42,Action,23,7,21
35157,24,Sports,22,14,173
35158,18,Action,17,2,115
35159,47,Sports,10,18,27
35160,31,Simulation,9,11,78
35161,25,Sports,16,11,174
35162,21,RPG,5,14,91
35163,31,Strategy,6,7,25
35164,42,Action,21,1,34
35165,31,Simulation,2,3,93
35166,24,Action,1,3,29
35167,40,Simulation,10,6,145
35168,20,Strategy,9,5,149
35169,31,RPG,9,10,152
35170,30,RPG,11,3,50
35171,40,Sports,7,14,150
35172,18,Sports,5,17,90
35173,34,Action,1,0,176
35174,25,Sports,3,1,57
35175,37,RPG,0,18,85
35176,47,Action,8,13,98
35177,45,Strategy,0,17,94
35178,21,Strategy,7,8,57
35179,36,Strategy,5,2,153
35180,19,Strategy,16,9,136
35181,15,Simulation,15,9,174
35182,20,RPG,10,1,123
35183,18,Action,17,18,39
35184,44,Simulation,8,2,126
35185,44,Simulation,3,3,166
35186,31,Strategy,0,16,54
35187,38,Strategy,1,17,131
35188,45,Strategy,12,15,152
35189,42,Action,19,2,63
35190,18,RPG,14,16,136
35191,33,Strategy,8,5,152
35192,38,Sports,12,0,141
35193,21,RPG,20,8,45
35194,23,Simulation,19,12,18
35195,36,Strategy,15,9,90
35196,16,Action,15,19,159
35197,41,Strategy,11,8,130
35198,30,Simulation,23,4,34
35199,19,Action,17,14,26
35200,26,RPG,12,8,87
35201,40,Action,21,2,79
35202,29,Action,4,5,48
35203,17,Strategy,1,14,23
35204,23,Sports,2,5,25
35205,42,Strategy,22,18,52
35206,39,Strategy,0,9,169
35207,42,RPG,14,0,33
35208,35,RPG,20,6,140
35209,43,Sports,12,7,28
35210,39,RPG,6,19,174
35211,44,Action,18,11,139
35212,25,Simulation,22,12,51
35213,33,Strategy,3,7,11
35214,25,Simulation,17,15,99
35215,39,Sports,17,10,23
35216,15,Strategy,15,16,178
35217,46,RPG,7,12,14
35218,35,Sports,2,16,41
35219,27,RPG,0,4,153
35220,48,Strategy,17,15,154
35221,31,RPG,14,14,144
35222,33,Strategy,7,13,116
35223,24,RPG,5,1,47
35224,23,RPG,12,14,55
35225,25,Simulation,0,4,81
35226,45,Sports,12,8,18
35227,16,RPG,11,1,26
35228,38,Strategy,8,16,169
35229,19,Action,6,14,89
35230,44,RPG,5,14,56
35231,49,Action,7,0,132
35232,31,Sports,9,18,152
35233,45,Simulation,12,19,157
35234,16,Sports,21,1,158
35235,30,RPG,0,10,70
35236,35,RPG,1,14,37
35237,44,Sports,20,11,123
35238,15,Simulation,15,7,148
35239,28,Sports,0,2,21
35240,30,RPG,17,11,171
35241,23,Sports,17,4,148
35242,22,RPG,9,9,75
35243,23,Strategy,19,2,130
35244,48,Simulation,9,12,41
35245,47,Sports,3,6,61
35246,36,Sports,5,18,143
35247,44,Action,5,15,153
35248,21,Simulation,19,2,168
35249,32,Action,0,5,132
35250,35,Action,18,17,30
35251,19,RPG,18,15,147
35252,21,Action,22,12,42
35253,26,Strategy,23,15,174
35254,31,Action,12,14,171
35255,38,Sports,15,18,128
35256,33,Action,10,0,41
35257,30,Strategy,4,18,43
35258,39,Simulation,10,8,158
35259,41,RPG,4,10,53
35260,21,Strategy,15,17,91
35261,22,Sports,22,16,75
35262,29,Sports,7,12,15
35263,30,Action,9,1,93
35264,22,Action,7,3,90
35265,46,Action,4,12,83
35266,31,Action,5,14,161
35267,36,RPG,19,8,117
35268,46,Action,23,3,171
35269,25,Simulation,7,7,153
35270,20,RPG,6,7,98
35271,36,RPG,18,9,67
35272,28,Simulation,14,19,21
35273,42,RPG,21,12,80
35274,26,RPG,21,5,83
35275,41,RPG,15,8,143
35276,15,RPG,0,2,146
35277,24,Action,10,2,172
35278,47,Action,18,4,178
35279,30,Strategy,4,2,41
35280,20,Strategy,10,15,10
35281,39,Simulation,15,9,179
35282,34,Strategy,3,2,10
35283,37,Action,12,11,161
35284,30,Simulation,2,10,36
35285,15,Action,21,15,132
35286,44,RPG,13,6,88
35287,41,Sports,3,4,61
35288,16,Sports,18,12,148
35289,35,Strategy,14,10,94
35290,23,Action,14,16,16
35291,38,Action,21,2,128
35292,21,Simulation,13,3,75
35293,44,Sports,23,8,20
35294,16,Strategy,6,4,33
35295,26,Strategy,12,3,99
35296,27,Strategy,17,18,107
35297,17,Strategy,10,11,152
35298,32,Action,22,12,174
35299,20,RPG,8,12,170
35300,41,Simulation,13,6,173
35301,29,Strategy,2,5,77
35302,29,Simulation,11,8,153
35303,33,Sports,4,8,162
35304,34,Strategy,17,14,68
35305,34,Strategy,18,5,139
35306,32,Sports,8,10,70
35307,48,Strategy,5,17,69
35308,49,Strategy,2,17,161
35309,15,Sports,9,8,28
35310,26,Sports,6,3,158
35311,19,Action,7,13,144
35312,41,Simulation,23,17,130
35313,34,Strategy,10,13,100
35314,33,Sports,9,16,28
35315,29,Sports,3,19,138
35316,20,RPG,0,5,93
35317,23,Simulation,22,7,79
35318,37,RPG,3,16,28
35319,24,Strategy,22,5,45
35320,15,Sports,13,12,114
35321,25,Strategy,6,5,53
35322,34,Action,1,14,168
35323,42,Simulation,12,14,106
35324,36,Strategy,22,15,11
35325,34,Simulation,15,11,97
35326,30,Sports,1,7,138
35327,16,Strategy,23,19,152
35328,39,RPG,5,10,172
35329,41,Action,9,3,78
35330,17,RPG,13,10,68
35331,37,Action,1,15,145
35332,46,Action,18,16,48
35333,31,Simulation,5,7,166
35334,34,Strategy,23,17,13
35335,44,Strategy,3,5,53
35336,42,Sports,13,2,101
35337,37,Action,19,18,161
35338,33,RPG,9,5,47
35339,39,RPG,19,3,114
35340,38,Strategy,17,5,128
35341,15,RPG,19,17,169
35342,42,Sports,16,1,32
35343,43,RPG,15,13,171
35344,49,Action,11,8,119
35345,31,Sports,4,10,143
35346,25,Simulation,8,6,170
35347,21,RPG,5,8,65
35348,40,Action,17,13,34
35349,37,RPG,11,10,132
35350,32,Sports,8,2,168
35351,43,Strategy,17,4,165
35352,48,Simulation,14,17,98
35353,22,Action,12,4,151
35354,35,Action,0,16,10
35355,35,Sports,21,12,16
35356,31,Simulation,15,3,131
35357,30,Simulation,8,18,89
35358,29,Action,23,15,137
35359,29,RPG,8,4,75
35360,31,Strategy,16,13,80
35361,15,Simulation,2,5,71
35362,27,RPG,20,14,62
35363,24,Simulation,17,11,96
35364,47,RPG,4,14,80
35365,40,Strategy,16,6,95
35366,26,Strategy,3,19,83
35367,33,Action,23,4,77
35368,29,Simulation,1,18,40
35369,19,RPG,11,12,47
35370,16,Simulation,22,5,171
35371,28,Simulation,15,8,45
35372,43,Strategy,7,10,23
35373,15,Sports,15,2,123
35374,27,Strategy,17,17,150
35375,46,Action,11,11,104
35376,48,RPG,7,6,135
35377,28,Sports,23,19,133
35378,29,Sports,11,7,129
35379,20,Sports,4,14,34
35380,43,RPG,17,1,79
35381,33,RPG,7,9,70
35382,15,Strategy,4,18,87
35383,35,Action,14,12,77
35384,32,RPG,5,6,35
